2005,3,28,1,1541,1447,1800,1650,DL,1828,N108DL,139,123,115,70,54,MIA,ATL,595,5,19,0,,0,0,7,16,0,47
2005,4,22,5,2054,1910,2326,2108,DL,932,N676DL,152,118,114,138,104,MIA,ATL,595,12,26,0,,0,0,60,34,0,44
2005,4,8,5,548,530,741,722,DL,1110,N941DL,113,112,81,19,18,MIA,ATL,595,7,25,0,,0,0,18,1,0,0
2005,6,20,1,2011,1744,2222,1943,DL,489,N139DL,131,119,93,159,147,MIA,ATL,595,19,19,0,,0,0,147,12,0,0
2005,6,20,1,1547,1442,1805,1645,DL,575,N101DA,138,123,88,80,65,MIA,ATL,595,10,40,0,,0,0,65,15,0,0
2005,6,20,1,1943,1902,2149,2103,DL,932,N637DL,126,121,93,46,41,MIA,ATL,595,12,21,0,,0,0,6,5,0,35
2005,6,21,2,1837,1744,2037,1943,DL,489,N122DL,120,119,92,54,53,MIA,ATL,595,6,22,0,,0,0,53,1,0,0
2005,6,21,2,1530,1442,1743,1645,DL,575,N107DL,133,123,99,58,48,MIA,ATL,595,7,27,0,,0,0,48,10,0,0
2005,6,21,2,1651,1610,1858,1806,DL,1171,N609DL,127,116,77,52,41,MIA,ATL,595,6,44,0,,0,0,41,11,0,0
2005,6,26,7,1340,1257,1547,1449,DL,356,N138DL,127,112,107,58,43,MIA,ATL,595,6,14,0,,0,0,43,15,0,0
2005,6,26,7,1525,1442,1720,1645,DL,575,N112DL,115,123,90,35,43,MIA,ATL,595,6,19,0,,0,0,35,0,0,0
2005,6,30,4,1933,1902,2148,2103,DL,932,N616DL,135,121,111,45,31,MIA,ATL,595,8,16,0,,0,0,6,14,0,25
2005,6,19,7,1522,1442,1700,1645,DL,575,N105DA,98,123,80,15,40,MIA,ATL,595,5,13,0,,0,0,14,0,0,1
2005,6,19,7,1626,1610,1826,1806,DL,1171,N637DL,120,116,103,20,16,MIA,ATL,595,8,9,0,,0,0,16,4,0,0
2005,7,23,6,1824,1744,2036,1943,DL,489,N178DZ,132,119,92,53,40,MIA,ATL,595,13,27,0,,0,0,6,13,0,34
2005,7,1,5,1943,1744,2143,1943,DL,489,N121DE,120,119,92,120,119,MIA,ATL,595,11,17,0,,0,0,119,1,0,0
2005,7,1,5,2107,1902,2313,2103,DL,932,N609DL,126,121,85,130,125,MIA,ATL,595,24,17,0,,0,0,113,5,0,12
2005,7,1,5,2218,2039,2355,2239,DL,994,N112DL,97,120,82,76,99,MIA,ATL,595,7,8,0,,0,0,44,0,0,32
2005,7,4,1,1805,1744,2026,1943,DL,489,N122DL,141,119,114,43,21,MIA,ATL,595,8,19,0,,0,0,21,22,0,0
2005,7,10,7,1847,1744,2102,1943,DL,489,N140LL,135,119,106,79,63,MIA,ATL,595,13,16,0,,0,0,59,16,0,4
2005,7,10,7,1655,1610,1907,1806,DL,1171,N616DL,132,116,90,61,45,MIA,ATL,595,6,36,0,,0,0,45,16,0,0
2005,7,11,1,1145,1113,1421,1259,DL,754,N669DN,156,106,102,82,32,MIA,ATL,595,9,45,0,,0,0,8,74,0,0
2005,7,13,3,1543,1450,1738,1653,DL,575,N612DL,115,123,91,45,53,MIA,ATL,595,12,12,0,,0,0,45,0,0,0
2005,8,26,5,1221,1113,1408,1259,DL,754,N623DL,107,106,88,69,68,MIA,ATL,595,8,11,0,,0,0,6,1,0,62
2005,8,5,5,1514,1257,1726,1449,DL,356,N109DL,132,112,90,157,137,MIA,ATL,595,7,35,0,,0,97,40,20,0,0
2005,8,12,5,1856,1744,2103,1943,DL,489,N137DL,127,119,102,80,72,MIA,ATL,595,6,19,0,,0,0,64,8,0,8
2005,8,12,5,1727,1610,1927,1806,DL,1171,N660DL,120,116,90,81,77,MIA,ATL,595,12,18,0,,0,0,77,4,0,0
2005,11,21,1,1652,1453,1847,1655,DL,355,N126DL,115,122,92,112,119,MIA,ATL,595,8,15,0,,0,0,112,0,0,0
2005,11,21,1,1448,1310,1640,1506,DL,356,N121DE,112,116,86,94,98,MIA,ATL,595,6,20,0,,0,0,89,5,0,0
2005,11,21,1,1911,1730,2138,1923,DL,411,N979DL,147,113,121,135,101,MIA,ATL,595,7,19,0,,0,0,64,34,0,37
2005,11,21,1,1805,1611,1949,1810,DL,688,N976DL,104,119,86,99,114,MIA,ATL,595,6,12,0,,0,0,99,0,0,0
2005,11,21,1,1138,1110,1400,1300,DL,754,N916DE,142,110,111,60,28,MIA,ATL,595,13,18,0,,0,0,28,32,0,0
