2006,1,2,1,1806,1750,2028,2010,AA,882,N5DCAA,202,200,166,18,16,MIA,DFW,1121,18,18,0,,0,0,16,2,0,0
2006,1,3,2,1921,1750,2133,2010,AA,882,N5DAAA,192,200,152,83,91,MIA,DFW,1121,21,19,0,,0,0,83,0,0,0
2006,1,3,2,1425,1353,1625,1606,AA,924,N5DVAA,180,193,158,19,32,MIA,DFW,1121,6,16,0,,0,0,19,0,0,0
2006,1,14,6,717,1754,1034,2044,AA,1052,N3BXAA,197,170,175,830,803,MIA,PHL,1013,7,15,0,,0,0,747,27,0,56
2006,1,29,7,752,703,937,851,AA,1303,N3AGAA,165,168,146,46,49,MIA,IAH,964,6,13,0,,0,0,46,0,0,0
2006,1,30,1,1436,1337,1646,1559,AA,1370,N3CXAA,130,142,113,47,59,MIA,DCA,920,5,12,0,,0,0,47,0,0,0
2006,1,15,7,1237,1100,1535,1351,AA,1516,N3ATAA,178,171,160,104,97,MIA,LGA,1097,6,12,0,,0,0,90,7,0,7
2006,1,24,2,1116,952,1314,1206,AA,1595,N3AFAA,178,194,160,68,84,MIA,DFW,1121,6,12,0,,0,0,68,0,0,0
2006,1,2,1,2102,2035,2305,2242,AA,1758,N5DMAA,183,187,160,23,27,MIA,DFW,1121,7,16,0,,0,0,14,0,0,9
2006,1,3,2,2208,2035,2355,2242,AA,1758,N623AA,167,187,155,73,93,MIA,DFW,1121,5,7,0,,0,0,42,0,0,31
2006,1,13,5,2146,2018,31,2319,AA,1930,N3CTAA,165,181,146,72,88,MIA,DTW,1145,8,11,0,,0,0,13,0,0,59
2006,1,14,6,730,2049,1026,2330,AA,2048,N3CSAA,176,161,155,656,641,MIA,PHL,1013,10,11,0,,0,0,633,15,0,8
2006,2,3,5,2038,2005,2343,2253,AA,277,N617AA,365,348,330,50,33,MIA,LAX,2342,15,20,0,,0,0,33,17,0,0
2006,2,4,6,1600,1328,1736,1518,AA,479,N627AA,156,170,134,138,152,MIA,STL,1068,5,17,0,,0,0,19,0,0,119
2006,2,2,4,1352,1220,1522,1324,AA,738,N3ANAA,150,124,100,118,92,MIA,MSY,674,38,12,0,,0,0,92,26,0,0
2006,2,4,6,1850,1829,2220,2159,AA,795,N5CWAA,150,150,132,21,21,MIA,STT,1107,4,14,0,,0,0,14,0,0,7
2006,2,4,6,1727,1620,2031,1905,AA,843,N5DEAA,364,345,322,86,67,MIA,LAX,2342,4,38,0,,0,0,13,19,0,54
2006,2,4,6,1539,1401,1635,1459,AA,852,N3DGAA,56,58,38,96,98,MIA,TPA,204,4,14,0,,0,0,34,0,0,62
2006,2,4,6,1348,1331,1720,1702,AA,869,N084AA,152,151,131,18,17,MIA,SJU,1045,3,18,0,,0,0,17,1,0,0
2006,2,18,6,1808,1750,2038,2010,AA,882,N5DVAA,210,200,159,28,18,MIA,DFW,1121,17,34,0,,0,0,17,10,0,1
2006,2,19,7,1819,1750,2126,2010,AA,882,N5FJAA,247,200,163,76,29,MIA,DFW,1121,15,69,0,,0,0,29,47,0,0
2006,2,19,7,1410,1353,1652,1606,AA,924,N380AA,222,193,162,46,17,MIA,DFW,1121,32,28,0,,0,0,17,29,0,0
2006,2,4,6,1632,1616,1934,1910,AA,952,N075AA,182,174,122,24,16,MIA,JFK,1090,23,37,0,,0,0,14,8,0,2
